CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)",Molecular_Weight (amu)
CM-1233829,JAK1 EC50(uM),3.0,103.18,3.338,3.3382,1,8,3.0,0.27778,Class C,3.97,5.0,,,123.0,388.44
CM-2071489,JAK1 EC50(uM),0.0306,55.21,1.83,1.8293,1,5,3.0,0.52941,Class C,43.7,324.0,,,21.6,334.36
CM-2116669,JAK1 EC50(uM),0.049,69.44,0.8,-1.5259,2,6,3.0,0.6,Class C,33.4,684.0,,,9.43,389.44
CM-2116666,JAK1 EC50(uM),0.1,69.45,1.369,-0.9278,2,6,3.0,0.61905,Class C,39.3,560.0,,,9.49,403.47
CM-2055479,JAK1 EC50(uM),1.27,86.01,1.322,1.3122,0,7,2.0,0.47059,Class C,,,,,,324.38
CM-2116665,JAK1 EC50(uM),0.0815,69.45,1.369,-0.9278,2,6,3.0,0.61905,Class C,38.6,627.0,,,15.1,403.47
CM-2025306,JAK1 EC50(uM),0.0869,58.45,1.379,0.0882,1,6,3.0,0.61905,Class C,,512.0,,,7.2,365.47
CM-2144406,JAK1 EC50(uM),0.0186,49.74,2.583,2.5829,1,5,3.0,0.55556,Class C,24.2,25.0,,,2.5,363.38
CM-2072336,JAK1 EC50(uM),0.0492,79.09,2.151,2.1508,2,6,4.0,0.38095,Class C,39.6,328.0,,,17.8,361.44
CM-2019344,JAK1 EC50(uM),0.103,49.22,2.196,1.5812,1,5,3.0,0.55556,Class C,20.3,20.0,,,,363.38
CM-2035647,JAK1 EC50(uM),0.0177,66.21,1.175,1.1747,2,5,3.0,0.5,Class C,38.7,286.0,,,14.1,284.36
CM-1987138,JAK1 EC50(uM),0.0174,75.52,0.848,0.8483,1,7,3.0,0.38889,Class C,45.5,255.0,,,4.52,337.38
CM-2033323,JAK1 EC50(uM),0.0301,69.77,1.464,1.463,1,5,3.0,0.4375,Class C,92.2,451.0,,,11.0,279.34
CM-2023185,JAK1 EC50(uM),0.0957,66.21,0.352,0.3507,2,5,3.0,0.46667,Class C,47.1,237.0,,,6.51,268.31
CM-2099655,JAK1 EC50(uM),0.0917,48.05,3.107,3.0605,1,5,2.0,0.64706,Class C,35.1,56.0,,,32.0,353.39
CM-2116671,JAK1 EC50(uM),0.0439,49.22,2.032,0.0822,1,5,3.0,0.6,Class C,12.6,42.0,,,9.44,409.42
CM-2115134,JAK1 EC50(uM),0.0259,49.22,0.958,0.9211,1,5,3.0,0.52941,Class C,48.0,495.0,,,19.8,331.36
CM-1987147,JAK1 EC50(uM),0.035,75.52,1.137,1.1369,1,7,3.0,0.42105,Class C,41.2,,,,8.27,351.4
CM-2142796,JAK1 EC50(uM),3.0,54.04,2.151,2.1023,1,5,2.0,0.625,Class C,29.2,127.0,,,17.4,286.37
CM-1680217,JAK1 EC50(uM),0.061,85.8,2.718,2.6956,1,9,4.0,0.47826,Class C,35.5,5.0,,,6.12,432.52
CM-2020629,JAK1 EC50(uM),0.282,49.22,2.499,-0.0408,1,5,4.0,0.33333,Class C,7.81,8.0,,,254.0,345.44
CM-2140450,JAK1 EC50(uM),0.0741,58.45,0.997,-1.4576,1,6,3.0,0.57895,Class C,35.3,840.0,,,,339.43
CM-2064074,JAK1 EC50(uM),3.0,88.91,1.263,1.2543,1,7,2.0,0.5,Class C,3.21,564.0,,,5.61,312.37
CM-2145485,JAK1 EC50(uM),3.0,66.51,2.731,2.4204,1,7,3.0,0.45455,Class C,,,,,,393.48
CM-2142258,JAK1 EC50(uM),0.0447,49.22,2.693,0.3897,1,5,3.0,0.6,Class C,11.5,375.0,,,29.3,391.43
CM-2140448,JAK1 EC50(uM),0.0439,58.45,0.793,-2.0578,1,6,3.0,0.57895,Class C,33.1,747.0,,,5.69,339.43
CM-2140461,JAK1 EC50(uM),0.0346,58.45,1.238,-1.6727,1,6,3.0,0.6,Class C,24.4,599.0,,,8.06,353.46
CM-2133996,JAK1 EC50(uM),0.436,55.21,2.086,2.0855,1,5,4.0,0.26316,Class C,34.8,1.0,,,2.5,318.37
CM-2010254,JAK1 EC50(uM),1.25,55.21,0.344,0.343,1,5,3.0,0.38462,Class C,52.7,528.0,,,4.2,242.28
CM-2144387,JAK1 EC50(uM),0.226,49.74,2.583,2.5829,1,5,3.0,0.55556,Class C,29.9,4.0,,,2.5,363.38
CM-2032739,JAK1 EC50(uM),1.56,47.48,3.181,3.1808,0,5,2.0,0.6,Class C,57.1,560.0,,,747.0,305.4
CM-2140467,JAK1 EC50(uM),0.028,49.22,2.784,1.4745,1,5,4.0,0.33333,Class C,6.04,41.0,,,34.7,381.42
CM-2145313,JAK1 EC50(uM),0.682,49.74,3.121,3.1207,1,5,3.0,0.57895,Class C,16.4,,,,6.46,413.39
CM-2140455,JAK1 EC50(uM),0.0105,49.22,1.888,-0.6651,1,5,3.0,0.57895,Class C,14.2,287.0,,,,355.5
CM-2140452,JAK1 EC50(uM),0.127,52.46,1.824,-1.3602,1,6,3.0,0.61905,Class C,,582.0,,,19.2,368.52
CM-1357192,JAK1 EC50(uM),0.0253,78.31,1.038,1.0382,2,7,3.0,0.55,Class C,38.0,607.0,,49.6,7.9,366.46
CM-1987146,JAK1 EC50(uM),0.025,75.52,1.768,1.7674,1,7,3.0,0.55,Class C,41.2,11.3,,,21.9,367.44
CM-2140121,JAK1 EC50(uM),0.209,49.22,1.999,-0.8845,1,5,3.0,0.57895,Class C,25.7,563.0,,,16.2,323.44
CM-2144405,JAK1 EC50(uM),0.295,49.74,2.706,2.7059,1,5,3.0,0.57895,Class C,37.7,5.0,,,2.5,377.41
CM-2060430,JAK1 EC50(uM),3.0,71.33,1.282,1.2648,0,7,2.0,0.625,Class C,46.2,555.0,,,26.2,351.47
CM-1987137,JAK1 EC50(uM),0.0251,75.52,1.401,1.4008,1,7,3.0,0.52632,Class C,54.6,177.0,,,9.29,353.42
CM-2046223,JAK1 EC50(uM),1.32,48.05,3.07,3.0236,1,5,2.0,0.64706,Class C,37.2,5.0,,,28.1,353.39
CM-2117549,JAK1 EC50(uM),0.271,55.21,1.775,1.7744,1,5,3.0,0.57895,Class C,20.7,25.0,,,11.2,322.4
CM-2140468,JAK1 EC50(uM),0.0113,49.22,2.784,1.6134,1,5,4.0,0.33333,Class C,10.5,43.2,,,125.0,381.42
CM-2060940,JAK1 EC50(uM),0.0685,49.22,1.903,-0.7264,1,5,3.0,0.6,Class C,12.7,212.0,,,9.9,373.44
CM-2115135,JAK1 EC50(uM),0.0279,49.22,0.956,-0.9836,1,5,3.0,0.57895,Class C,26.2,553.0,,,21.9,357.4
CM-2062100,JAK1 EC50(uM),0.0792,54.04,2.902,2.8565,1,5,2.0,0.64706,Class C,45.6,473.0,,,26.4,300.4
CM-2055998,JAK1 EC50(uM),0.0421,66.21,1.774,1.7729,2,5,3.0,0.5,Class C,46.8,462.0,,,4.18,338.33
CM-2053331,JAK1 EC50(uM),0.0602,49.22,1.439,0.2571,1,5,3.0,0.55556,Class C,23.8,537.0,,,10.4,345.39
CM-2020484,JAK1 EC50(uM),0.0322,49.22,2.272,2.2707,1,5,3.0,0.52941,Class C,38.8,42.0,,,30.6,351.37
CM-2023188,JAK1 EC50(uM),0.0114,55.21,1.766,1.7653,1,5,3.0,0.44444,Class C,49.9,161.0,,,37.2,308.38
CM-2046426,JAK1 EC50(uM),0.0492,58.45,1.76,1.2578,1,6,3.0,0.6,Class C,36.2,586.0,,,13.4,353.46
CM-2040168,JAK1 EC50(uM),0.0321,49.22,2.673,0.9233,1,5,3.0,0.6,Class C,23.1,309.0,,,22.9,373.44
CM-2046260,JAK1 EC50(uM),0.0139,58.45,1.572,1.2169,1,6,3.0,0.61905,Class C,30.9,559.0,,,16.7,365.47
CM-2007435,JAK1 EC50(uM),0.0222,49.22,1.497,1.4793,1,5,3.0,0.5,Class C,53.0,200.0,,,11.4,355.33
CM-2038651,JAK1 EC50(uM),0.088,49.22,1.417,-0.6531,1,5,3.0,0.55556,Class C,28.6,141.0,,,16.5,345.39
CM-2084112,JAK1 EC50(uM),0.0193,49.22,2.564,0.4185,1,5,3.0,0.6,Class C,11.4,160.0,,,12.8,391.43
CM-2064129,JAK1 EC50(uM),0.0576,49.22,1.931,-0.7273,1,5,3.0,0.6,Class C,10.6,97.0,,,15.7,373.44
CM-2032742,JAK1 EC50(uM),0.0226,58.87,2.652,2.652,1,5,3.0,0.47059,Class C,27.1,23.0,0.358,29.0,2.5,331.36
CM-2004409,JAK1 EC50(uM),0.0821,75.96,1.025,1.0249,2,6,3.0,0.46667,Class C,23.1,705.0,,,10.7,286.33
CM-2140763,JAK1 EC50(uM),0.0147,49.22,1.511,-0.4249,1,5,3.0,0.52941,Class C,24.4,516.0,,,9.41,333.38
CM-2140469,JAK1 EC50(uM),0.0223,49.22,2.927,2.2399,1,5,4.0,0.33333,Class C,9.18,32.0,,,19.8,399.41
CM-2118831,JAK1 EC50(uM),0.0134,55.21,0.902,0.9019,1,5,3.0,0.55556,Class C,23.0,0.82,0.4,20.0,9.11,344.36
CM-2135951,JAK1 EC50(uM),0.0368,55.21,0.525,0.5239,1,5,3.0,0.46667,Class C,53.7,631.0,,,8.31,268.31
CM-2120637,JAK1 EC50(uM),0.0146,55.21,1.305,1.305,1,5,3.0,0.55556,Class C,25.5,162.0,,0.25,179.0,308.38
CM-2119483,JAK1 EC50(uM),0.0119,55.21,1.736,1.7361,1,5,3.0,0.55556,Class C,46.0,307.0,,,44.5,346.37
CM-2064825,JAK1 EC50(uM),0.0158,66.21,1.047,1.0459,2,5,3.0,0.41176,Class C,55.1,375.0,,,11.0,294.35
CM-2064073,JAK1 EC50(uM),0.0132,66.21,1.839,1.8384,2,5,3.0,0.44444,Class C,66.0,201.0,,,,310.39
CM-2042745,JAK1 EC50(uM),0.0177,58.87,1.823,1.8233,1,5,3.0,0.5625,Class C,14.6,303.0,,,2.5,319.35
CM-1917621,JAK1 EC50(uM),0.021,82.19,0.946,0.9,1,7,2.0,0.625,Class C,50.7,166.0,,,2.52,385.43
CM-2040870,JAK1 EC50(uM),0.0125,58.01,2.176,2.1698,2,5,3.0,0.52941,Class C,52.8,372.0,,,6.41,351.37
CM-2040169,JAK1 EC50(uM),0.643,49.22,1.931,0.5421,1,5,3.0,0.61905,Class C,15.4,454.0,,,23.6,385.45
CM-2064075,JAK1 EC50(uM),0.0179,55.21,2.319,2.3178,1,5,3.0,0.57895,Class C,24.7,150.0,,,39.7,324.42
CM-2015134,JAK1 EC50(uM),0.512,49.22,2.693,0.3526,1,5,3.0,0.6,Class C,,107.0,,,49.5,391.43
CM-2002201,JAK1 EC50(uM),0.0324,49.22,1.241,1.1827,1,5,3.0,0.5,Class C,44.8,548.0,,,13.7,319.35
CM-2064329,JAK1 EC50(uM),0.0411,55.21,2.417,2.4165,1,5,3.0,0.55556,Class C,31.3,125.0,,,48.9,312.41
CM-2071294,JAK1 EC50(uM),0.0479,55.21,2.13,2.1294,1,5,3.0,0.52941,Class C,11.9,17.0,,,29.7,298.38
CM-2108484,JAK1 EC50(uM),0.0297,55.21,1.479,1.4782,1,5,3.0,0.41176,Class C,46.5,524.0,,,21.4,294.35
CM-2056416,JAK1 EC50(uM),0.0187,55.21,1.321,1.3207,1,5,3.0,0.41176,Class C,62.2,426.0,,,19.7,294.35
CM-2010452,JAK1 EC50(uM),0.646,68.1,0.5,0.5003,1,6,3.0,0.5,Class C,52.0,554.0,,,6.12,269.3
CM-2017830,JAK1 EC50(uM),0.0126,66.21,1.21,1.2091,2,5,3.0,0.5,Class C,54.8,482.0,,,7.28,284.36
CM-2010453,JAK1 EC50(uM),1.65,68.1,-0.525,-0.5253,1,6,3.0,0.41667,Class C,25.2,540.0,,,2.5,241.25
CM-2108471,JAK1 EC50(uM),0.00468,70.28,2.123,2.1232,1,5,3.0,0.47059,Class C,54.6,524.0,,,7.18,293.37
CM-1988011,JAK1 EC50(uM),0.0103,99.31,0.156,0.1561,1,8,3.0,0.41176,Class C,51.9,215.0,,,2.5,338.36
CM-2063201,JAK1 EC50(uM),0.092,49.22,1.657,1.5601,1,5,3.0,0.52941,Class C,59.9,105.0,,,8.97,333.38
CM-2108478,JAK1 EC50(uM),0.0636,49.22,1.846,1.8448,1,5,3.0,0.52941,Class C,21.6,584.0,,,3.31,331.36
CM-2032743,JAK1 EC50(uM),0.0177,58.87,1.97,1.9696,1,5,3.0,0.47059,Class C,52.6,364.0,,,29.2,293.37
CM-2000213,JAK1 EC50(uM),0.231,59.39,2.473,2.4728,1,5,3.0,0.46154,Class C,54.0,317.0,,,63.0,241.29
CM-2108470,JAK1 EC50(uM),0.00465,70.28,2.538,2.538,1,5,3.0,0.47059,Class C,58.8,157.0,,,2.5,329.35
CM-2010512,JAK1 EC50(uM),1.0,68.1,0.5,0.5003,1,6,3.0,0.5,Class C,51.3,,,,2.63,269.3
CM-2116823,JAK1 EC50(uM),0.0573,55.73,2.691,2.6909,1,5,3.0,0.57895,Class C,38.5,162.0,,,18.2,324.42
CM-2023186,JAK1 EC50(uM),0.0576,63.05,0.737,0.7368,1,5,3.0,0.4,Class C,8.71,303.0,,,7.17,266.3
CM-2062366,JAK1 EC50(uM),0.113,66.21,-0.119,-0.1192,2,5,3.0,0.42857,Class C,57.7,637.0,,,2.5,254.29
CM-2117546,JAK1 EC50(uM),0.0241,55.21,1.775,1.7744,1,5,3.0,0.57895,Class C,22.5,303.0,,,12.7,322.4
CM-2090804,JAK1 EC50(uM),0.0921,55.21,1.775,1.7744,1,5,3.0,0.57895,Class C,30.6,2.0,,,2.5,322.4
CM-2108481,JAK1 EC50(uM),0.0181,55.21,2.032,2.0307,1,5,3.0,0.55556,Class C,30.4,367.0,,,18.1,310.39
CM-2112086,JAK1 EC50(uM),0.086,55.21,1.775,1.7744,1,5,3.0,0.57895,Class C,25.7,56.0,,,16.1,322.4
CM-1837473,JAK1 EC50(uM),0.0352,82.19,1.169,1.1227,1,7,2.0,0.6,Class C,4.17,101.0,,,3.48,371.41
CM-2140456,JAK1 EC50(uM),0.0124,49.22,1.627,-0.4372,1,5,3.0,0.47368,Class C,14.2,219.0,,,25.1,353.48
CM-2140460,JAK1 EC50(uM),0.304,69.53,1.088,-1.8289,1,7,3.0,0.59091,Class C,39.0,788.0,,,12.2,394.51
CM-2142259,JAK1 EC50(uM),0.0469,49.22,2.693,0.3897,1,5,3.0,0.6,Class C,12.0,5.0,,,5.28,391.43
CM-2142817,JAK1 EC50(uM),0.398,48.05,2.795,0.3718,1,5,2.0,0.68421,Class C,,303.0,,,23.6,361.43
CM-2142975,JAK1 EC50(uM),0.34,55.73,2.393,2.3926,1,5,3.0,0.5,Class C,31.3,520.0,,,12.6,320.34
CM-2142818,JAK1 EC50(uM),3.0,48.05,2.795,0.3718,1,5,2.0,0.68421,Class C,13.3,385.0,,,32.8,361.43
CM-2002911,JAK1 EC50(uM),0.0948,49.22,0.796,0.7589,1,5,3.0,0.46667,Class C,45.3,478.0,,,14.4,305.33
CM-2013687,JAK1 EC50(uM),0.276,49.22,1.616,-0.8276,1,5,3.0,0.57895,Class C,36.2,581.0,,,17.6,359.42
CM-2013739,JAK1 EC50(uM),3.0,45.98,0.069,0.069,1,4,3.0,0.0,Class C,85.0,535.0,,,3.05,176.15
CM-2061745,JAK1 EC50(uM),0.41,82.19,1.058,1.0124,1,7,2.0,0.6,Class C,66.7,129.0,,,,337.44
CM-2042748,JAK1 EC50(uM),0.209,49.22,0.869,0.8683,1,5,3.0,0.46667,Class C,65.5,,,,14.9,321.3
CM-2099684,JAK1 EC50(uM),0.833,69.97,1.439,1.4387,2,6,3.0,0.5,Class C,74.6,552.0,,,5.36,353.34
CM-2145484,JAK1 EC50(uM),3.0,100.57,0.114,-0.1538,2,8,3.0,0.27778,Class C,,,,,,354.36
CM-2142978,JAK1 EC50(uM),0.756,55.73,2.393,2.3926,1,5,3.0,0.5,Class C,40.3,411.0,,,9.8,320.34
CM-2116670,JAK1 EC50(uM),0.103,58.45,1.443,-0.8825,1,6,3.0,0.61905,Class C,46.6,431.0,,,20.5,403.47
CM-2145482,JAK1 EC50(uM),3.0,83.13,1.529,-0.9232,2,7,2.0,0.5625,Class C,,,,,,317.39
CM-2060871,JAK1 EC50(uM),0.069,49.22,1.862,-0.4549,1,5,3.0,0.57895,Class C,20.9,263.0,,,17.5,359.42
CM-2140466,JAK1 EC50(uM),3.0,69.53,0.644,-2.2039,1,7,3.0,0.57143,Class C,27.4,655.0,,,5.54,380.49
CM-1986652,JAK1 EC50(uM),0.538,49.22,2.018,-0.8037,1,5,3.0,0.55556,Class C,32.7,,,,16.3,311.42
CM-2027943,JAK1 EC50(uM),0.232,49.22,1.846,1.8448,1,5,3.0,0.52941,Class C,45.3,316.0,,,30.9,331.36
CM-1991606,JAK1 EC50(uM),0.0951,49.22,1.291,-0.8514,1,5,3.0,0.44444,Class C,,287.0,,,9.97,307.39
CM-2062086,JAK1 EC50(uM),0.0667,72.28,1.603,1.6024,1,6,3.0,0.52632,Class C,,104.0,,,,374.38
CM-2088886,JAK1 EC50(uM),0.231,55.73,1.688,1.6881,1,5,3.0,0.42857,Class C,56.4,107.0,,,7.46,292.28
CM-2010448,JAK1 EC50(uM),0.711,49.22,2.376,2.3557,1,5,4.0,0.26316,Class C,36.5,8.0,,,200.0,353.37
CM-2083866,JAK1 EC50(uM),0.0823,49.22,2.564,0.4185,1,5,3.0,0.6,Class C,5.88,136.0,,,7.4,391.43
CM-2003515,JAK1 EC50(uM),0.273,58.45,1.209,-0.0317,1,6,3.0,0.5,Class C,,555.0,,,10.6,335.35
CM-2064332,JAK1 EC50(uM),3.0,86.62,0.834,0.773,2,6,2.0,0.46154,Class C,31.4,553.0,,,3.55,257.29
CM-2145473,JAK1 EC50(uM),3.0,56.84,1.192,-1.3246,2,5,2.0,0.57143,Class C,,,,,,257.33
CM-2145469,JAK1 EC50(uM),,74.34,2.767,2.7231,1,7,3.0,0.21053,Class C,,,,,,347.37
CM-2090773,JAK1 EC50(uM),0.08,72.28,1.543,1.5424,1,6,3.0,0.5,Class C,16.6,122.0,,,,360.36
CM-2062358,JAK1 EC50(uM),0.168,54.04,2.479,2.4327,1,5,2.0,0.6,Class C,54.8,615.0,,,11.6,274.36
CM-2139803,JAK1 EC50(uM),0.0665,66.21,0.326,0.3253,2,5,3.0,0.46667,Class C,40.8,585.0,,,6.42,268.31
CM-2145481,JAK1 EC50(uM),3.0,80.34,3.165,3.1188,1,7,2.0,0.66667,Class C,,,,,,386.49
CM-2018116,JAK1 EC50(uM),0.138,49.22,2.891,1.1492,1,5,3.0,0.6,Class C,6.09,,,,26.0,391.43
CM-2142816,JAK1 EC50(uM),0.122,48.05,2.795,0.3718,1,5,2.0,0.68421,Class C,,227.0,,,41.4,361.43
CM-2012119,JAK1 EC50(uM),2.44,49.22,1.767,1.7661,1,5,3.0,0.46667,Class C,53.5,115.0,,,10.4,377.29
CM-2046047,JAK1 EC50(uM),3.0,68.1,-0.004,-0.0041,1,6,3.0,0.46154,Class C,44.3,588.0,,,5.39,257.29
CM-2145477,JAK1 EC50(uM),0.00229,56.84,1.253,-0.8652,2,5,2.0,0.53846,Class C,,,,,,243.31
CM-2055460,JAK1 EC50(uM),0.901,89.44,3.231,2.6587,3,8,3.0,0.34783,Class C,,555.0,,,5.24,435.5
CM-2044479,JAK1 EC50(uM),0.885,66.41,3.174,2.6009,1,7,2.0,0.52632,Class C,0.867,230.0,,,23.2,372.44
CM-2118834,JAK1 EC50(uM),0.179,89.35,2.111,2.1108,1,7,4.0,0.3,Class C,,7.0,,,133.0,394.45
CM-2044472,JAK1 EC50(uM),3.0,96.16,-0.149,-3.3555,2,7,3.0,0.38462,Class C,0.548,554.0,,,4.37,269.26
CM-2120960,JAK1 EC50(uM),0.0873,55.73,3.204,3.2045,1,5,3.0,0.55556,Class C,,,,,,348.39
CM-2061598,JAK1 EC50(uM),0.294,82.66,-0.158,-0.1585,1,6,3.0,0.42857,Class C,29.4,404.0,,,4.35,264.29
CM-2040648,JAK1 EC50(uM),0.312,69.21,3.85,3.2773,2,7,2.0,0.57143,Class C,0.574,502.0,,,12.4,399.51
CM-2002617,JAK1 EC50(uM),0.143,49.22,1.761,0.7405,1,5,3.0,0.44444,Class C,28.8,376.0,,,12.7,307.39
CM-2034477,JAK1 EC50(uM),0.316,58.45,1.064,-0.3141,1,6,3.0,0.6,Class C,25.7,571.0,,,3.66,351.45
CM-2145474,JAK1 EC50(uM),3.0,56.84,0.971,-1.2684,2,5,2.0,0.57143,Class C,,,,,,275.32
CM-2115831,JAK1 EC50(uM),3.0,49.22,2.272,2.2707,1,5,3.0,0.52941,Class C,44.4,163.0,,,31.6,351.37
CM-2111020,JAK1 EC50(uM),0.0669,55.21,2.13,2.1295,1,5,3.0,0.52941,Class C,29.4,1.0,,,110.0,298.38
CM-2145483,JAK1 EC50(uM),,74.34,2.156,2.1124,1,7,2.0,0.53333,Class C,,,,,,303.36
CM-2108479,JAK1 EC50(uM),3.0,49.22,1.846,1.8448,1,5,3.0,0.52941,Class C,52.7,554.0,,,16.6,331.36
CM-2142815,JAK1 EC50(uM),0.0351,48.05,2.795,0.3718,1,5,2.0,0.68421,Class C,7.18,377.0,,,69.3,361.43
CM-2145465,JAK1 EC50(uM),3.0,74.34,2.494,2.4496,1,7,2.0,0.61111,Class C,,,,,,343.42
CM-2110944,JAK1 EC50(uM),0.142,55.21,2.032,2.0307,1,5,3.0,0.55556,Class C,35.8,15.0,,,20.1,310.39
CM-2055234,JAK1 EC50(uM),0.233,66.21,0.45,0.4495,2,5,3.0,0.42857,Class C,39.8,586.0,,,5.46,256.3
CM-2016400,JAK1 EC50(uM),0.0439,66.21,0.895,0.8941,2,5,3.0,0.46667,Class C,42.2,,,,6.75,270.33
CM-1995845,JAK1 EC50(uM),0.72,58.45,1.501,-0.828,1,6,3.0,0.57895,Class C,28.5,524.0,,,7.76,341.45
CM-2140463,JAK1 EC50(uM),0.104,67.68,1.209,-1.4137,1,7,3.0,0.63636,Class C,31.4,727.0,,,8.24,397.51
CM-2018906,JAK1 EC50(uM),0.0458,63.05,1.102,1.1021,1,5,3.0,0.4,Class C,70.4,596.0,,,6.46,268.31
CM-2145464,JAK1 EC50(uM),3.0,65.12,2.678,2.633,1,6,3.0,0.31579,Class C,,,,,,351.38
CM-2145462,JAK1 EC50(uM),3.0,66.06,1.085,-0.3508,2,6,2.0,0.6,Class C,,,,,,287.36
CM-2055458,JAK1 EC50(uM),2.08,60.42,3.962,3.39,1,7,2.0,0.57143,Class C,,448.0,,,17.2,399.51
CM-2019334,JAK1 EC50(uM),1.01,49.22,2.196,1.5812,1,5,3.0,0.55556,Class C,15.8,438.0,,,20.9,363.38
CM-2140451,JAK1 EC50(uM),0.0656,58.45,1.637,-0.5552,1,6,3.0,0.6,Class C,24.9,899.0,,,4.16,353.46
CM-2116800,JAK1 EC50(uM),0.137,68.1,1.477,1.477,1,6,3.0,0.47059,Class C,,,,,,309.37
CM-2145461,JAK1 EC50(uM),,73.91,1.69,-0.6394,2,6,3.0,0.27778,Class C,,,,,,319.36
CM-2042508,JAK1 EC50(uM),0.0649,49.22,2.559,2.5578,1,5,3.0,0.55556,Class C,26.9,,,,23.3,365.4
CM-1992255,JAK1 EC50(uM),0.29,82.24,-0.132,-0.1398,1,7,3.0,0.5,Class C,29.7,592.0,,,6.26,336.39
CM-2140453,JAK1 EC50(uM),0.171,67.68,1.006,-0.641,1,7,3.0,0.55556,Class C,36.0,724.0,,,10.8,343.42
CM-2140454,JAK1 EC50(uM),0.0901,61.69,1.271,-1.2405,1,7,3.0,0.63636,Class C,24.4,838.0,,,10.1,396.53
CM-2140398,JAK1 EC50(uM),3.0,55.21,1.241,1.2404,1,5,3.0,0.46667,Class C,51.3,318.0,,,29.0,270.33
CM-2140449,JAK1 EC50(uM),0.0351,49.22,2.641,0.7428,1,5,4.0,0.33333,Class C,4.71,140.0,,,1930.0,363.43
CM-2140762,JAK1 EC50(uM),0.0557,49.22,1.589,-0.6646,1,5,3.0,0.55556,Class C,,544.0,,,8.17,347.41
CM-2062373,JAK1 EC50(uM),3.0,86.01,1.261,1.2533,0,7,2.0,0.47059,Class C,4.13,646.0,,,4.74,324.38
CM-2010255,JAK1 EC50(uM),0.212,55.21,0.344,0.343,1,5,3.0,0.38462,Class C,66.2,583.0,,,2.5,242.28
CM-2108482,JAK1 EC50(uM),0.0381,55.21,2.13,2.1295,1,5,3.0,0.52941,Class C,29.1,126.0,,,22.6,298.38
CM-2140462,JAK1 EC50(uM),0.01,73.0,0.835,-0.994,1,6,3.0,0.52632,Class C,34.2,811.0,,,8.07,334.42
CM-2140465,JAK1 EC50(uM),0.0846,58.45,1.641,-1.4191,1,6,3.0,0.61905,Class C,19.5,721.0,,,11.9,367.49
CM-2140459,JAK1 EC50(uM),0.0174,49.22,1.808,-0.5747,1,5,3.0,0.57895,Class C,25.5,390.0,,,29.8,359.42
CM-2140464,JAK1 EC50(uM),0.0912,67.68,0.552,-2.0618,1,7,3.0,0.6,Class C,27.2,901.0,,,5.86,369.46
CM-2116554,JAK1 EC50(uM),3.0,65.12,2.227,2.1808,1,6,2.0,0.61111,Class C,,,,,,327.42
CM-2099656,JAK1 EC50(uM),0.234,48.05,3.107,3.0605,1,5,2.0,0.64706,Class C,33.7,51.0,,,12.2,353.39
CM-2068195,JAK1 EC50(uM),1.05,66.41,4.12,3.5471,1,7,2.0,0.59091,Class C,0.272,341.0,,,24.4,412.5
CM-2047541,JAK1 EC50(uM),0.327,65.03,1.479,1.4328,2,5,2.0,0.53846,Class C,48.9,504.0,,,4.02,246.31
CM-2031741,JAK1 EC50(uM),3.0,47.92,5.135,5.1342,1,4,2.0,0.4,Class C,,,,,,328.4
CM-2119561,JAK1 EC50(uM),0.00191,54.04,1.762,1.7188,1,5,2.0,0.53846,Class C,61.7,390.0,,,13.7,264.3
CM-2145463,JAK1 EC50(uM),2.74,74.34,2.539,2.4934,1,7,2.0,0.63158,Class C,,,,,,357.45
CM-2145460,JAK1 EC50(uM),,65.03,2.653,2.6036,2,5,3.0,0.29412,Class C,,,,,,296.37
CM-2018121,JAK1 EC50(uM),3.0,49.22,2.891,1.1492,1,5,3.0,0.6,Class C,6.7,,,,54.5,391.43
CM-2116672,JAK1 EC50(uM),0.483,69.45,1.802,-0.4692,2,6,3.0,0.63636,Class C,22.5,524.0,,,11.4,417.5
CM-2020483,JAK1 EC50(uM),0.485,49.22,2.272,2.2707,1,5,3.0,0.52941,Class C,50.2,46.0,,,29.1,351.37
CM-2145471,JAK1 EC50(uM),,80.34,2.902,2.8561,1,7,3.0,0.38095,Class C,,,,,,380.44
CM-2020021,JAK1 EC50(uM),3.0,49.22,2.545,1.2352,1,5,4.0,0.3,Class C,14.7,56.0,,,18.0,385.39
CM-2145487,JAK1 EC50(uM),3.0,54.04,2.454,2.4086,1,5,3.0,0.29412,Class C,,,,,,292.34
CM-2145468,JAK1 EC50(uM),0.0163,74.34,2.767,2.7231,1,7,3.0,0.21053,Class C,,,,,,347.37
CM-1989876,JAK1 EC50(uM),0.128,49.22,1.794,-0.8184,1,5,3.0,0.44444,Class C,3.64,368.0,,,8.97,309.41
CM-2140457,JAK1 EC50(uM),0.0793,67.68,0.612,-2.1867,1,7,3.0,0.61905,Class C,41.8,892.0,,,9.39,383.49
CM-2060931,JAK1 EC50(uM),0.0856,49.22,1.903,-0.7264,1,5,3.0,0.6,Class C,16.9,188.0,,,5.75,373.44
